job_skills,skill_id
Health Drug Vision and Dental Benefits,59594
Maternity / Parental Leave Top Up,59595
Discounted Gym Memberships,59596
Travel Assistance and EAP,59597
Business Casual Dress Code,59598
Company Social Events,59599
Sport Teams,59600
Hybrid Work Arrangements,59601
Telecommuting Opportunities,59602
Professional Corporate Culture,59603
Dynamic Work Environment,59604
Diagnostics tools,59605
FW updates,59606
Windows Server OS & WinPE OS,59607
Virtual Machine setup,59608
Associate degree in computer science/engineering/IT,59609
Ability to climb ladders,59610
Use of personal protective gear,59611
Ability to stand and walk for extended periods,59612
Ability to use hands and body for extended periods,59613
Business Process Definition,59614
Data Management Initiatives,59615
Statistical Data Reporting,59616
Upstream and Downstream Data Collaboration,59617
Technical and Analytics Partnership,59618
Business and Analytics Environment Bridging,59619
Data Requirements Translation,59620
Data Capabilities Adoption,59621
Data Literacy Enablement,59622
Scheme Management,59623
Lettings,59624
Tenant Support,59625
Legislative Compliance,59626
Termination of Tenancies,59627
API/SDK development,59628
Experiment management tracking (Hydra WandB Neptune),59629
Production model training and deployment,59630
Data pipelines from hardware sensors,59631
Neuroscience / neural interfaces,59632
BCI,59633
Autonomous systems (AV),59634
Mobile/wireless systems,59635
Consumer electronics,59636
Hardware teams,59637
ClearML,59638
Networking (L2L4),59639
TCP/UDP/IP,59640
IPSec/IKE,59641
Data path performance tuning,59642
Virtual,59643
NVQ Level 2,59644
Hybrid Infrastructure,59645
REST Web Services,59646
Angular 2.0,59647
Product Values,59648
Distributed Clusters,59649
Model Types,59650
Payment Processing,59651
Credit Card Networks,59652
Light Industrial Construction,59653
Technology Proficiency,59654
Data Center Mission Critical,59655
Ground up Work,59656
Large Projects,59657
Car Allowance,59658
401K Match,59659
Paid Sabbatical,59660
Community Involvement,59661
Gas Reimbursement,59662
Lease Review and Interpretation,59663
Client and Property Management,59664
Machine learning pipelines,59665
Biomedical data,59666
Clinical discovery,59667
Training/inference pipelines,59668
HPC clusters,59669
Digital microscopy slides,59670
Histologybased computational biomarkers,59671
Disease outcomes,59672
Personalized therapeutic recommendations,59673
Common data model EHR standards,59674
Multimodal deep learning,59675
Clinical decision support,59676
Embedding models,59677
Selfsupervision,59678
Biologicallyrelevant disease subtypes,59679
Realworld evidence,59680
Regulatory decisions,59681
Digital pathology archive,59682
Whole slide images,59683
Patient EHR,59684
Raw waveform electrocardiogram data,59685
Freetext clinical notes,59686
Imaging Research Warehouse,59687
Radiology images,59688
Highperformance computing cluster,59689
Internal servers,59690
PhD MD or MD/PhD,59691
Significant experience in machine learning techniques,59692
Computational pathology,59693
Large vision models,59694
MultiGPU multinode training,59695
Programming and statistical software experience (Python and R),59696
HPC cluster experience,59697
Excellent publication track record,59698
Fluency in spoken and written English,59699
Internal Control Design,59700
Client Interactions,59701
12 months hospital training program,59702
Clinical Pathology (CM),59703
American Society of Clinical Pathology / AMT,59704
Autonomous Agents,59705
Atmospheric Characterization,59706
Human Modeling,59707
Digital/Optical Signal Processing,59708
Nanotechnology,59709
Material Science and Technology,59710
Multifunctional Technology,59711
Combustion Processes,59712
Propulsion,59713
Flight Physics,59714
Computational and Information Sciences,59715
Research Proposal,59716
Research Topic,59717
Research Direction,59718
Expected Study Completion Period,59719
Published Efforts,59720
Human Language Processing,59721
Human Computer Interaction,59722
Computer and Systems Engineering,59723
Engineering Physics,59724
Cognitive Science,59725
Timeseries algorithms,59726
Statistics modeling,59727
Traditional machine learning,59728
Wellness organization,59729
Microsoft Ecosystem,59730
Medical Laboratory Scientist (MLS or MT),59731
Graduate of an MLS/MT program,59732
College or post graduate laboratory experience,59733
Hospital or Reference Laboratory experience,59734
MT or MLS(ASCP) certified or eligible,59735
Valid driver’s license,59736
DOT DHS and/or contracted service drug screens certification,59737
Basic laboratory skills,59738
Planning and Organizing skills,59739
Quality Control standards,59740
DNV,59741
Hospitals,59742
Emergency Rooms,59743
Distribution management,59744
Warehouse management,59745
Computerized scanner equipment,59746
ISO 9000,59747
Warehouse Management Systems (WMS),59748
Human Resources (HR) practices,59749
Data Center Hardware,59750
TIA606,59751
Patch Cables,59752
System Indicators,59753
iDRAC,59754
Hardware Design,59755
Circuit Boards,59756
Microsoft Office (Project Excel Word),59757
CADD,59758
Scanning Gun,59759
Populating Databases,59760
Tiers 1 and Tiers 2,59761
CompTIA A+ certification,59762
Associate degree in Information Technology Systems,59763
Intelligence analysis,59764
Mission operation support services,59765
Cost Reporting,59766
Security Administration,59767
Network Perimeter Security,59768
Crowdstrike,59769
Cylance,59770
Bromium,59771
Azure Information Protection (AIP),59772
Intrusion Detection/Prevention Systems,59773
Web Application Firewalls,59774
Malware Detection/Prevention,59775
File System Monitoring,59776
Model tuning,59777
Industry impact,59778
8 years of experience,59779
3 years of experience,59780
Data product,59781
SQLDBT,59782
Event driven architectures,59783
Message hub,59784
Data as a Service,59785
Dimension modeling,59786
ACID,59787
Financial industry concepts,59788
Securities 101,59789
Capital Markets 101,59790
Snowflake certification,59791
Software estimation,59792
Cost and delivery timelines management,59793
Agile delivery leadership,59794
SDLC processes adherence,59795
Business & IT stakeholder engagement,59796
Delivery management,59797
Team member management,59798
Feedback provision,59799
Machine Learning Operations (ML Ops) engineering,59800
Data engineering/ ETL pipeline experience,59801
Complex ML workflows design evaluation experimentation and monitoring,59802
Workflow orchestration monitoring visibility experimentation and A/B testing,59803
LLMs NLP Reinforcement Learning Probabilistic Graphs Deep Learning,59804
Strong experience in building production ML systems,59805
Experience owning systems at small and medium scales,59806
510 years of experience in the field or exceptional candidates with fewer years and strong experience,59807
Vision for evolving processes for new ML paradigms,59808
Ability to iterate quickly in the nearterm while planning for the longterm,59809
Highdegree of autonomy and technical authority,59810
Willingness to jump across multiple disciplines,59811
Teamfirst mentality committed to mentoring and being mentored,59812
Passion for the company's technology and its impact,59813
NYCbased inperson environment working from the office most days of the week,59814
Hiring: knack for spotting and recruiting engineering talent,59815
Experience with financial workflows and corporate financial data/products geared to finance professionals,59816
Product ownership: experience owning a product endtoend,59817
Ops systems,59818
A knack for spotting engineering talent,59819
Tech Law,59820
Data Compliance Audits,59821
Drafting and Negotiating Agreements,59822
Legal Research and Analysis,59823
Commitment to Professional Development,59824
LLB,59825
BPMN2,59826
CBIP,59827
Master Data Documentation,59828
SAP MDM/MDG,59829
Pool Studio,59830
BLA or MLA,59831
Residential Landscape Design,59832
CuTe,59833
FP8,59834
BF16,59835
H100 GPUs,59836
DDP,59837
HW resource management,59838
Communication technology regulations,59839
Health safety and environmental legislation,59840
Project tracking,59841
Technical knowledge in data communications,59842
Delegation skills,59843
CTPM,59844
CNIDP,59845
C&G,59846
Health and safety certifications,59847
IOSH,59848
NEBOSH,59849
Customer Experience Optimization,59850
DataDriven Insights Generation,59851
Loyalty Program Development,59852
Data Technologies Experimentation,59853
Data engineering/ ETL pipeline,59854
Monitoring + visibility,59855
Experimentation + A/B testing,59856
Data labelling,59857
Protocol development,59858
Driver monitoring systems (DMS),59859
Cloud (Azure GCP AWS),59860
Kafka Messaging service,59861
Memcached/Redis,59862
Caching technologies,59863
Relational DBMS (MySQL Oracle),59864
Design & code review,59865
CI/CD development environments/tools,59866
Configurations tools,59867
Bachelor's or Master's in Industrial Engineering (Aeronautics/Mechanics/Electronics/Information Technology),59868
CustomerFacing Roles in Aeronautical Industry,59869
Experience in Engineering/Maintenance/Simulation & Training/Data Analysis Based Business,59870
Experience in LH Engineering CSS&T,59871
Analyzation,59872
Establishing Relationships,59873
Media mix models,59874
Values,59875
Mercy Service Standards,59876
Preferred Education,59877
Preferred Licensure,59878
Preferred Experience,59879
Preferred Certifications,59880
Preferred Other,59881
Cross Functional Collaboration,59882
Overhead work,59883
Height work,59884
Adhoc analysis,59885
Player tracking systems,59886
Data base management,59887
Direct mail vendor management,59888
Player Tag Management,59889
CMP,59890
Player lists,59891
Casino marketing,59892
Hotel management,59893
Guest relations,59894
Motivational skills,59895
Policy interpretation,59896
Office equipment operation,59897
Data base systems,59898
Player Relationship Management,59899
Laws and regulations,59900
Waymo Driver,59901
Open/Linked Data Media Types,59902
CSVW,59903
Ocean Engineering,59904
Scholarly Record,59905
Privacy and Confidentiality,59906
Talent sourcing,59907
Talent development,59908
Application development tools,59909
Crosschapter problem solving,59910
Enterprise initiatives,59911
Software procurement agreements,59912
Personnel assessment,59913
Technical implementation,59914
Team Foundation Server (TFS),59915
Ellucian Insights,59916
Ellucian Ethos,59917
Microsoft Dynamics GP,59918
Resource Stewardship,59919
Executive DecisionMaking,59920
Data platform strategy,59921
Datadriven systems architecture,59922
Event ingestion,59923
Event brokers,59924
Experimentation platform,59925
Marketing tooling,59926
Eventdriven systems,59927
Cash compensation,59928
Stock options,59929
Volunteering leave,59930
Diversity and inclusion initiatives,59931
Data integrity tooling,59932
Rshiny,59933
Enterprise development,59934
GPU application,59935
20+ years of experience,59936
8+ Years of Experience in Data Pipelines,59937
10+ Years of Experience in Microservices and RealTime APIs,59938
8+ Years of Experience in CloudNative Platforms,59939
Windows Admin,59940
Certificate Lifecycle Management,59941
HighLevel Language Understanding,59942
Customer Relationship Management (CRM) software,59943
Commercial real estate knowledge,59944
Clientfacing experience,59945
Outside sales experience,59946
Consultative sales skills,59947
Motor Vehicle Record (MVR) check,59948
Hard work,59949
Commitment to customer service,59950
Advanced pattern recognition,59951
Thermomechanical response,59952
Geometric features,59953
Computational geometry,59954
Sports Data Monitoring,59955
Content Moderation,59956
Sports Editing,59957
Statistics Tracking,59958
Accuracy Verification,59959
Data Escalation,59960
Workflow Adherence,59961
Sports Statistics Gathering,59962
Sports Writing,59963
Repetitive Task Handling,59964
Grammar Skills,59965
Sports Experience,59966
Shift Work Availability,59967
Weekend Work Availability,59968
Early Morning Work Availability,59969
Afternoon Work Availability,59970
Evening Work Availability,59971
Night Work Availability,59972
FullTime Employment,59973
Public trust,59974
Suitability,59975
Instructional design,59976
Digital learning platforms,59977
Blended learning,59978
Traumainformed care,59979
Banking or insurance,59980
GotoMarket Experience,59981
Natural Sciences,59982
R statistical package,59983
Linux/UNIX shell scripting,59984
Five years of experience,59985
Prior experience with MySQL use and administration,59986
Demonstrated ability with the R statistical package and ability to manipulate data and create reports,59987
Demonstrated knowledge of Linux/UNIX shell scripting,59988
Prior software development experience in some combination of IDL python C C++ or perl,59989
Knowledge of clinical data standards (e.g. CDISC) helpful,59990
Background in Data Science preferred,59991
Support Staff,59992
Shipping and receiving,59993
Electronic component installation,59994
Hand and power tools,59995
Shortterm and longterm disability,59996
Business Audit,59997
Implementing Information Systems,59998
BI Tools (WebFocus/Tableau),59999
Data Warehousing Documentation,60000
IAM Level 3,60001
Image Capturing,60002
Marketing Presentations,60003
Online research,60004
Budget updates,60005
College database research,60006
BSU contact research,60007
Businesses research,60008
PTA List creation,60009
Labor Unions List creation,60010
Computer or tablet use,60011
Cell phone use,60012
Data Project Management,60013
Business Sponsorship,60014
Complex Information Interpretation,60015
Data Landscape Understanding,60016
Information Technology Landscape Understanding,60017
Algorithmic AI,60018
Logical knowledge representation,60019
Decision theoretic knowledge representation,60020
Probabilistic knowledge representation,60021
Goalbased search,60022
Adversarial search,60023
Language processing,60024
ASCP / AMT certified,60025
BLS certified,60026
Antimicrobial Stewardship,60027
Antibiogram,60028
Precision instruments,60029
Clerical tasks,60030
Standardized procedures,60031
Vision and dental insurance,60032
457 retirement plan,60033
Life and accidental death and dismemberment insurance,60034
Employee assistance programs,60035
AFLAC,60036
CPR/FA Certification,60037
BCSP CHST Certification,60038
Incident and Injury Investigations,60039
Safety Trainings and Testing,60040
ProjectSpecific Safety Plans,60041
ML/Ops,60042
Bachelor's Degree in Computer Science or Data Science,60043
Master's Degree in Data Science (Preferred),60044
10+ Years of Technical Experience,60045
5+ Years of Data Science Experience,60046
Ability to Lead Analysis Efforts,60047
Ability to Break Down and Understand Complex Business Problems,60048
Ability to Identify Innovative Solutions,60049
Strong DS Design Knowledge,60050
Proficiency in Programming for Data Analysis,60051
Knowledge of Data Visualization Tools and Libraries,60052
Familiarity with Software Version Control,60053
Experience Working Across Varying Business and Technical Functional Units,60054
Personalization or Data Management,60055
System and Information Flows,60056
Relies on instruction to plan and accomplish goals,60057
Superior customer service skills with high level of responsiveness,60058
Proactive awareness of new enhancements to the system which will affect existing or future implementations,60059
Innovative thinker who can process improvements to address quality cost reduction cycle time and/or productivity,60060
Interface with clients define and manage improvements to the process or services provided; and manage projects,60061
Supports supplier capability assessments,60062
Supports the supplier management process,60063
Provides for supplier certification and implementation,60064
Validates the application of operational controls,60065
Documentation of processes,60066
Relies on experience and judgment to plan and accomplish goals,60067
Supply Chain Flow,60068
CloudBased Data Services,60069
Analytic Methodologies / Techniques,60070
Mathematical Programming,60071
Quadratic Programming,60072
Stochastic Programming,60073
Tradeoffs Analysis,60074
Business Cases Analysis,60075
Resourcing Decisions,60076
Project Contributions,60077
Analytic Curiosity/ Creativity,60078
Independent Execution,60079
MultiDisciplinary Environment,60080
Personal Statement,60081
Equal Employment Opportunities (EEO),60082
U.S. Citizenship (for classified information access),60083
Electrical Knowledge,60084
First Aid/CPR Certification,60085
NCCER Certification,60086
Cloud Governance Plans,60087
DoD 8570 IAT Level III certification,60088
Data Transformation Plans,60089
CloudNative Applications,60090
MissionCritical Enterprise Applications,60091
Commercial Cloud,60092
Overall Equipment Efficiency,60093
Total Productive Maintenance,60094
Total Cost of Ownership,60095
3rd Party Suppliers,60096
Field Associates,60097
Global Tech,60098
Thrift,60099
Flink applications,60100
Senior Machine Learning Engineer,60101
Llama 2,60102
Mistral,60103
Mapping lineage,60104
Salesforce Velocity,60105
Instec,60106
Policy administration systems,60107
Data Scoring,60108
Coding Language,60109
Baseball Scoring Knowledge,60110
Slack Knowledge,60111
Regular Availability,60112
Fisheries science,60113
Leading others,60114
Evidence use,60115
Sr. Data Analyst/Developer,60116
Visual Accuracy,60117
VLook Ups,60118
Rapid Capability Development,60119
Mission Assurance,60120
5+ Years of Experience in Data Science Data Analytics or Similar Fields,60121
Experience with Digital Engineering and Model Base Systems Engineering,60122
Experience with Big Data Artificial Intelligence Machine Learning Modeling and Simulation and Architecting Data Flows Between Systems,60123
Demonstrated Good Oral and Written Communication Skills,60124
Experience Working in a Dynamic Schedule Constrained and Complex Security Environment,60125
Current SSBI or Federal Investigative Standard Tier 5 (T5) or Tier 5 Reinvestigation (T5R) within the Last 6 Years,60126
A Final DoD Top Secret Clearance,60127
Eligibility for Access to Sensitive Compartment Information (SCI) in Accordance with Intelligence Community Directive (ICD) 704 and Special Access Program (SAP) in Accordance with SAP Nomination Policy (SAPNP) with No Disqualifying Security Issues That Will Deem a Candidate Ineligible for Access,60128
Lead Data Scientist Engineer,60129
Ranking Models,60130
Recommendation Algorithms,60131
Productionizing Machine Learning Models,60132
Revoquest software,60133
Vehicle Identification Numbers,60134
Regular business hours,60135
Social Security Administration,60136
Department of Homeland Security,60137
Form I9,60138
Home inspectors,60139
Floor planning,60140
Insurance adjusters,60141
Notaries,60142
ReactJs,60143
Cost/performance monitoring,60144
Technical governance,60145
Decision Intelligence,60146
Hyper Automation,60147
Intent Recognition,60148
**Frameworks:**,60149
SAVVY,60150
LlaMa2,60151
**Languages:**,60152
**Software:**,60153
**Concepts:**,60154
AI Solution Architecture,60155
Low Code/No Code Platform,60156
User Interaction,60157
Feedback Management,60158
Contextual Understanding,60159
**Requirements:**,60160
Bachelor's or Master's in Computer Science Artificial Intelligence or related field,60161
7+ years of experience in AI NLP and OCR development,60162
Proficiency in Python Java and other programming languages used in AI development,60163
Understanding of Machine Learning techniques NLP algorithms and OCR,60164
Ability to design and implement scalable modular AI/ML systems,60165
At least 5 use case implementations in Decision Intelligence Predictions and 3 use cases in Hyper Automation,60166
Experience with cloud platforms for deploying and scaling AI systems,60167
At least one implementation of using Large Language Models with a GPUbased infrastructure,60168
Experience with DevOps practices and CI/CD pipelines,60169
Understanding of data privacy regulations security best practices and ethical considerations in AI development,60170
Data Content Architectural Design,60171
Metrics Layer,60172
DataDriven Organization,60173
Streaming Processing,60174
Design recommendations,60175
Platform integration,60176
Standard establishment,60177
Budget estimation,60178
Bidding,60179
Purchase management,60180
User consulting,60181
Total system conceptualization,60182
Total system design,60183
Total system development,60184
Tactical direction,60185
Market trend monitoring,60186
Standard body work monitoring,60187
Proposal participation,60188
Marketing study participation,60189
Technology tool analysis,60190
Emerging technology analysis,60191
68 years of work experience,60192
Transformers/Hugging Face,60193
Prompt Flow,60194
Autogen,60195
Semantic Kernel,60196
Land data analysis,60197
Data analytics software,60198
Land Data Management Software,60199
Thomson Reuters Document Intelligence,60200
Ability to seek out and implement new technologies,60201
Algorithm Testing,60202
Algorithm Validation,60203
AWS Cloud Tools,60204
Core Data Management (CDM),60205
Global business requirements,60206
Solutions architecture,60207
Functional architecture,60208
Salesforce modules and capabilities,60209
User Interviews,60210
Test Plan Development,60211
Client Deliverables,60212
Industry Methodologies,60213
Industry Frameworks,60214
Data Governance Modernization,60215
Data Catalog Modernization,60216
Project Management Best Practices,60217
Data Management Certification,60218
Esri’s ArcGIS,60219
Cloud Technologies (AWS),60220
Technology Conferences,60221
Infrastructure/Cloud Knowledge,60222
Collaborative Communicator,60223
Mentor to Junior Engineers,60224
Eagerness to Stay Ahead of Industry Trends,60225
Travel to Technology Conferences,60226
High Sense of Responsibility,60227
Pride in Work,60228
Open Communicator,60229
Companypaid Gym Membership,60230
Comprehensive Health Vision and Dental Insurance,60231
401(k) Retirement Plan with 3% Employer Contribution,60232
Paid Parental/Adoption Leave,60233
Awesome Company Events,60234
Curriculum design,60235
Course content development,60236
Assessment development,60237
Marking schemes,60238
Learning experience design,60239
Discussion forum,60240
Assessment tasks,60241
Technology proficiency,60242
Scholarship,60243
Clinical Laboratory Assistant,60244
Chemical Laboratory Procedures,60245
Microbiologic Laboratory Procedures,60246
Immunologic Laboratory Procedures,60247
Hematologic Laboratory Procedures,60248
Immunohematologic Laboratory Procedures,60249
Highly Complex Testing,60250
Corrected Results,60251
NAACLS Accredited Medical Laboratory Science Program,60252
BS or BA in Related Science,60253
ASCP Categoricalist Certification,60254
Data Quality Reviews,60255
Data Management Plan (DMP),60256
Data Transfer Agreements (DTAs),60257
SAE and thirdparty data reconciliations,60258
Microsoft tools (SharePoint Word Excel),60259
ICH GCP,60260
21 CFR 11,60261
Medrio,60262
Effective Teaching,60263
Rubric of Effective Teaching,60264
Accountability for Student Achievement,60265
Content Knowledge,60266
Equitable & Effective Instruction,60267
Braze,60268
Infosec Procedures,60269
MLOps Frameworks,60270
Agile Resources,60271
IT Software Testing Certification,60272
IT Agile Certification,60273
Complex Business Problem Solving,60274
x86 platform,60275
Leadership features,60276
Outstanding products,60277
Platform validation function,60278
Forums,60279
Roadmap alignment,60280
New Product Introduction,60281
Highvolume ramp,60282
Sustaining validations,60283
Internal roadmap decision forums,60284
Collaborators,60285
Platform validation progress,60286
Mitigation risks,60287
Driven approach,60288
Preferential influence,60289
Decision makers,60290
Compute platform architecture,60291
Data center use cases,60292
Validation processes,60293
Business process issues,60294
Memory space,60295
AI application landscape,60296
Platform & memory subsystem architecture,60297
Presentation capabilities,60298
Customerfacing experience,60299
Multifunctional teams,60300
Vision plans,60301
Paid timeoff,60302
SDTM mapping,60303
CDISC compliance,60304
NCI guidelines,60305
ECOGACRIN guidelines,60306
NCTN integrations,60307
CDISC/CDASH standards,60308
BO4 reporting,60309
Clinical Data Management procedures,60310
Forms development guidelines,60311
REST API design,60312
Google Pub/Sub,60313
Event Horizon,60314
Multivariate linear regression,60315
Cluster algorithms,60316
Commercial analytics,60317
Patient services,60318
ETL framework,60319
Apache Arrow,60320
Database optimizers,60321
Query planners,60322
Query routing,60323
Clustertocluster communication,60324
Meta data capturing,60325
HTAP database,60326
Masters or PhD,60327
Enterprisescale data warehouses,60328
Open source Apache stack,60329
Blockchain indexing,60330
Web3 compute paradigms,60331
Proofs,60332
Consensus mechanisms,60333
Decentralization,60334
Data QAQC,60335
Data Domain Design,60336
Data Domain Health Assessment,60337
Data Quality Measurement,60338
Data Trustee,60339
Data Governance Policy Adherence,60340
Bank payment integrations,60341
Section 8 HCV specialist,60342
Emphasys Elite,60343
Probabilistic Analysis,60344
PSP Certification,60345
System StartUp Sequences,60346
Construction Controls,60347
IBM's Infosphere Data Stage,60348
Data integration between business systems,60349
Data integration tools and techniques,60350
Monte Carlo Methods,60351
RNN (Recurrent Neural Networks),60352
CNN (Convolutional Neural Networks),60353
Biomedical Research,60354
Treasury Data Management,60355
Asset Liability Management,60356
Liquidity management,60357
Stress testing,60358
Data Mart framework,60359
Treasury,60360
Audit requirements,60361
Cloud Data Warehouse Management,60362
ID Federation,60363
AWS Certified Cloud Practitioner,60364
AWS Certified DatabaseSpecialty,60365
AWS Certified Data AnalyticsSpecialty,60366
AWS Certified Machine LearningSpecialty,60367
AWS Certified Solutions ArchitectProfessional,60368
Total Rewards,60369
IndustryLeading Benefit Plans,60370
Career Mobility,60371
Wellbeing Program,60372
Free Drinks,60373
Probabilistic graphs,60374
Academia,60375
Research Project Planning and Management,60376
Research Supervision,60377
Data Source Investigation,60378
Algorithm Investigation,60379
Mapping Tool Investigation,60380
Phenotyping,60381
Biomedical Database,60382
Epidemiological Datasets,60383
User Behavior Data,60384
Design inception,60385
Site improvement,60386
Site maintenance,60387
Design review,60388
Equipment submittal review,60389
Operational issues,60390
Operating procedure reviews,60391
Critical equipment,60392
Event support,60393
Data center upgrades,60394
Designsolutions,60395
Colocation (colo),60396
Data center design engineering,60397
EPMS/SCADA/BMS Controls system,60398
Continuous Auditing,60399
AWS Certified Data Analyst,60400
Snowflake Training,60401
IIA Professional Practices and Standards,60402
Bachelor's Degree in Data Analytics,60403
Correlation Analysis,60404
Onsite and hybrid positions,60405
Manufacturer Guidelines,60406
Interdepartmental QA,60407
Self Development,60408
MLTASCP,60409
MTASCP,60410
Passion for Machine Learning,60411
Ability to Lead and Manage a Team,60412
Commitment to Diversity and Inclusion,60413
Ivend,60414
OneCup,60415
One Market,60416
Data Administration/Setup,60417
Supervisor Experience,60418
OCGs,60419
Crossborder discovery,60420
PCbased and online technologies,60421
Document review and retrieval applications,60422
Lexis,60423
Full Authority,60424
ABAaccredited institution,60425
Complex matters,60426
eDiscovery processes,60427
Revenue Cycle Operations,60428
Data Solutions Consultant,60429
Data consulting,60430
Data conversion projects,60431
Securities modeling,60432
Consultative approach,60433
Phishing scam warning,60434
Data Clarification,60435
Source Data Worksheet Development,60436
Clinical Issue Resolution,60437
Multidisciplinary Team Collaboration,60438
Study Binder Maintenance,60439
Policy and Procedure Adherence,60440
Patient Data Compilation,60441
Screening and Enrollment Logs,60442
Adverse Event Logs,60443
Deviation Logs,60444
Tumor Measurement Logs,60445
Concomitant Medication Logs,60446
Delegation Logs,60447
Work Environment Organization,60448
Collaborative Work Environment,60449
University and UnitLevel Policies,60450
8+ years experience,60451
DoD TS/SCI with Polygraph,60452
Data science platforms,60453
Query planner,60454
RPC calls,60455
Secondary cold storage,60456
Open source data tools,60457
Webbased development,60458
Investment Data consumers,60459
Investment Operations,60460
STAT accounting principles,60461
GAAP accounting principles,60462
Business acumen of investment types,60463
Automated Metrics,60464
Estimates at Complete (EAC),60465
Tools and Architecture,60466
DevOps Methodologies,60467
Integrated Functional Capability Process,60468
Architecture and/or Model Based Engineering,60469
Team Leadership Experience,60470
Program Integration,60471
Program Level Metrics,60472
Strategies for Change,60473
ExecutiveLevel Administrative Support,60474
Analyst Notebook,60475
Intel and LE Databases,60476
Qualitative and Quantitative Techniques,60477
Microsoft Visual Studio,60478
GIS Data Mapping,60479
Complex Visualization,60480
Process Simulation,60481
Descriptive and Inferential Statistics,60482
Sampling Theory,60483
NonNormal Distributions,60484
DataBased Insights,60485
Data Limitations,60486
Improvement Goals,60487
Relationships Between Variables,60488
Outcome Prediction,60489
Complex Data Content,60490
Research and SelfTeaching,60491
Advanced Data Science Skills,60492
Lean Six Sigma Black Belt,60493
SAS Developer,60494
SAS Predictive Modeling,60495
Machine Learning and Artificial Intelligence (Udacity Nanodegree),60496
University of Texas Southwestern Medical Center,60497
Becker's Healthcare,60498
Children's Health,60499
Comprehensive Benefits Program,60500
Learning and Career Development,60501
Diverse and Inclusive Workplace,60502
Individual judgment,60503
Technical problem resolution,60504
Data submission verification,60505
Data entry management,60506
Form processing,60507
Documentation research,60508
Customer contact,60509
Complex problem analysis,60510
Prescribed procedures,60511
Computer System Operation,60512
Basic Math Skills,60513
Two Years of College or Technical School Experience,60514
Two Years of Office/Clerical Experience,60515
Two Years School Experience with Proven Excel Proficiency,60516
Grasping/Twisting,60517
System enhancement,60518
Business scenario preparation,60519
UAT test case preparation,60520
Minimum 5 years of experience,60521
Undergrad degree,60522
Navy Database,60523
Adobe Acrobat Pro,60524
Personal computer operation,60525
DataPower automation,60526
SOMA scripting,60527
Urban Code Build,60528
Datapower Gatewayscript,60529
OAuth 2,60530
Open ID Connect,60531
IBM Datapower,60532
IBM Security Access Manager,60533
Government clearance,60534
Pager duty,60535
U.S. citizenship or permanent residency,60536
Authorized work permit,60537
Lake house architecture,60538
Data bricks Data Engineering platform,60539
Cloud Data Bricks Infrastructure,60540
Server less realtime/near realtime architecture,60541
Cloud native services,60542
Data bricks engineering solutions,60543
Microsoft Azure cloud solutions,60544
ETL/ELT/CDC pipelines,60545
Information gathering,60546
Project monitoring,60547
Industrial information,60548
Data Transforming,60549
Experience with graph databases and technologies,60550
SEN,60551
ADHD,60552
PDA,60553
SEMH,60554
PMLD,60555
Core subjects,60556
Life skills,60557
Engaging sessions,60558
Challenging behavior,60559
Tracking learning progress,60560
Learning outcomes,60561
Monthly reports,60562
Tuition,60563
Primary level,60564
Secondary level,60565
Online sessions,60566
Self employed tutor,60567
Dedicated team,60568
Year groups,60569
Home schooled,60570
Daytime,60571
SEND students,60572
Enhanced child workforce DBS,60573
Semantic Web,60574
Orchestrator,60575
Active Secret Federal Security Clearance,60576
B.S. or B.A. in Quantitative Analytical or Computational Discipline,60577
3+ Years of Relevant Professional Experience,60578
Proficiency in Python and Power BI,60579
Strong Consulting Skills,60580
Remote Hybrid or OnSite Work,60581
M.S. or M.A. in Quantitative or Computational Discipline,60582
Experience Using Power Automate,60583
Experience Performing RPA Using UiPath and Orchestrator,60584
Proficiency in Querying Data Using SQL,60585
Edulink,60586
ALPS Connect,60587
Accelerated Reader,60588
Quick Learning,60589
Box Office Management,60590
Tessitura,60591
PCI Policies,60592
ADA Policies,60593
Ability to Learn New Software,60594
Ability to Adapt to Change,60595
Data Architect Experience,60596
Hyperscale (AWS GCP Azure),60597
Data Analytics Systems,60598
Data Sources (Internal and External),60599
Collaboration with CrossFunctional Teams,60600
Stakeholders and Vendors,60601
Platform Selection,60602
Testing and Implementation,60603
Hadoop Solution LifeCycle Management,60604
Technical Functionality Integration,60605
Blackbaud products,60606
Online Express payment portal,60607
Wealth and affinity screenings,60608
Business collaboration,60609
User empathy,60610
Business sensitivity,60611
Statement on Diversity Equity and Inclusion,60612
List of references,60613
A Statement on Teaching,60614
A Statement on Research,60615
Sample Publications,60616
Teaching Evaluations,60617
US Equivalency certification,60618
Criminal records check,60619
COVID19 vaccine recommendations,60620
Executive Order 1083,60621
Clery Act crime statistics,60622
Smoke and Tobacco Free,60623
Education Code 42356,60624
CCR Title 5 Article 9,60625
Smoke & TobaccoFree,60626
Mobile Products and Platforms,60627
Highly Regulated Environment,60628
Linux NLP,60629
ML paradigms,60630
MS stack,60631
MS eco Systems,60632
Building IT infrastructure projects,60633
Hypervisor layer,60634
Modern workplace concepts,60635
Highperformance teams,60636
Cloud adoption framework,60637
Azure adoption and implementation tools,60638
Microsoft stack,60639
Data and AI services,60640
Technical excellence,60641
Bid management process,60642
Solution architects,60643
P&L and budget,60644
Sales opportunities,60645
Recruitment strategies,60646
Cloud Solution Architects,60647
